issue_id,report_id,report_url,report_date,coroner,area,issue_sentence,extract_error,similarity_group_id,group_label,group_description
iss_0021217,2014-0527,https://www.judiciary.uk/prevention-of-future-death-reports/paul-hyde/,2014-12-05,V. Hamilton-Deeley,"West Sussex, Brighton and Hove",Clinical decisions regarding the referral direction were poorly documented.,,-1,,
iss_0021218,2014-0527,https://www.judiciary.uk/prevention-of-future-death-reports/paul-hyde/,2014-12-05,V. Hamilton-Deeley,"West Sussex, Brighton and Hove",The Psychiatrist lacked a formal role in the assessment procedure.,,-1,,
iss_0021219,2014-0527,https://www.judiciary.uk/prevention-of-future-death-reports/paul-hyde/,2014-12-05,V. Hamilton-Deeley,"West Sussex, Brighton and Hove",The re-referral system was not fit for purpose.,,-1,,
iss_0021220,2014-0529,https://www.judiciary.uk/prevention-of-future-death-reports/elaine-giles/,2014-12-05,A. Forrest,Greater Lincolnshire,The assessment of the patient's ability to navigate stairs prior to discharge was inaccurate.,,-1,,
iss_0021221,2014-0529,https://www.judiciary.uk/prevention-of-future-death-reports/elaine-giles/,2014-12-05,A. Forrest,Greater Lincolnshire,Adequate support was not ensured for the patient following her discharge from hospital.,,-1,,
iss_0021222,2014-0528,https://www.judiciary.uk/prevention-of-future-death-reports/peter-mackie/,2014-12-05,R. Hulett,Buckinghamshire,There are insufficient numbers of trained first aiders available on the Springhill site at all times.,,-1,,
iss_0021223,2014-0528,https://www.judiciary.uk/prevention-of-future-death-reports/peter-mackie/,2014-12-05,R. Hulett,Buckinghamshire,Security requirements may deplete the number of available first aiders by transferring them to the closed estate.,,-1,,
iss_0021224,2014-0528,https://www.judiciary.uk/prevention-of-future-death-reports/peter-mackie/,2014-12-05,R. Hulett,Buckinghamshire,Healthcare staff cover is inadequate due to staff working together on a single site.,,-1,,
iss_0021225,2014-0528,https://www.judiciary.uk/prevention-of-future-death-reports/peter-mackie/,2014-12-05,R. Hulett,Buckinghamshire,Security delays occur when moving healthcare staff between the two prison sites.,,-1,,
iss_0021226,2014-0528,https://www.judiciary.uk/prevention-of-future-death-reports/peter-mackie/,2014-12-05,R. Hulett,Buckinghamshire,There is a lack of guidance for staff regarding when to commence CPR.,,-1,,
iss_0021227,2014-0528,https://www.judiciary.uk/prevention-of-future-death-reports/peter-mackie/,2014-12-05,R. Hulett,Buckinghamshire,Staff without specific training lack clarity on what actions they should undertake during a medical emergency.,,-1,,
iss_0021228,2014-0530,https://www.judiciary.uk/prevention-of-future-death-reports/jade-anderson/,2014-12-05,A. Walsh,Manchester West,The current approach to dog control legislation is failing to protect public safety and animal welfare.,,-1,,
iss_0021229,2014-0530,https://www.judiciary.uk/prevention-of-future-death-reports/jade-anderson/,2014-12-05,A. Walsh,Manchester West,"Dog control legislation is fragmented across multiple statutes, causing confusion for the public and enforcement agencies.",,-1,,
iss_0021230,2014-0530,https://www.judiciary.uk/prevention-of-future-death-reports/jade-anderson/,2014-12-05,A. Walsh,Manchester West,Legislation focuses on breed-specific restrictions rather than addressing individual dog behaviour.,,-1,,
iss_0021231,2014-0530,https://www.judiciary.uk/prevention-of-future-death-reports/jade-anderson/,2014-12-05,A. Walsh,Manchester West,"The legislative framework is reactive rather than proactive, making it difficult to prevent serious incidents.",,-1,,
iss_0021232,2014-0530,https://www.judiciary.uk/prevention-of-future-death-reports/jade-anderson/,2014-12-05,A. Walsh,Manchester West,There is a lack of coordinated educational awareness regarding dog behaviour and how to stay safe around dogs.,,-1,,
iss_0021233,2014-0530,https://www.judiciary.uk/prevention-of-future-death-reports/jade-anderson/,2014-12-05,A. Walsh,Manchester West,The lack of consolidated and updated legislation prevents effective and consistent enforcement by law enforcement practitioners.,,-1,,
iss_0021234,2014-0526,https://www.judiciary.uk/prevention-of-future-death-reports/james-stewart/,2014-12-04,T. Osborne,Bedfordshire and Luton,Nursing home staff were inappropriately relied upon to confirm correct medication prescriptions.,,-1,,
iss_0021235,2014-0526,https://www.judiciary.uk/prevention-of-future-death-reports/james-stewart/,2014-12-04,T. Osborne,Bedfordshire and Luton,The Clinical Commissioning Group failed to ensure a robust and consistent medication oversight system.,,-1,,
iss_0021236,2014-0560,https://www.judiciary.uk/prevention-of-future-death-reports/joanne-nobbs/,2014-12-04,J. Lake,Norfolk,Mental health professionals failed to investigate the correlation between the deceased's deteriorating physical and mental health.,,-1,,
iss_0021237,2014-0560,https://www.judiciary.uk/prevention-of-future-death-reports/joanne-nobbs/,2014-12-04,J. Lake,Norfolk,The community mental health team failed to document the ongoing nature of the care plan.,,-1,,
iss_0021238,2014-0525,https://www.judiciary.uk/prevention-of-future-death-reports/sandra-danks/,2014-12-03,C. Bailey,Teesside and Hartlepool,The main oxygen apparatus lacked a backup power supply to maintain oxygen provision during electricity interruptions.,,-1,,
iss_0021239,2014-0525,https://www.judiciary.uk/prevention-of-future-death-reports/sandra-danks/,2014-12-03,C. Bailey,Teesside and Hartlepool,"The oxygen apparatus failed to provide continuous supply during a power outage, leaving the patient vulnerable.",,-1,,
iss_0021240,2014-0524,https://www.judiciary.uk/prevention-of-future-death-reports/moses-mcdonald/,2014-12-02,L. Tagliavini,London Inner South,The Clozapine clinic failed to conduct mandatory and regular glucose testing for the deceased.,,-1,,
iss_0021241,2014-0523,https://www.judiciary.uk/prevention-of-future-death-reports/anthony-williams/,2014-12-02,J. Gittins,North Wales (East and Central),Staff lack clear training or guidance regarding when to deviate from the recognised psychiatric assessment pathway.,,-1,,
iss_0021242,2014-0523,https://www.judiciary.uk/prevention-of-future-death-reports/anthony-williams/,2014-12-02,J. Gittins,North Wales (East and Central),Medical records and Care and Treatment Plans are not accessible to staff during evenings and weekends.,,-1,,
iss_0021243,2014-0523,https://www.judiciary.uk/prevention-of-future-death-reports/anthony-williams/,2014-12-02,J. Gittins,North Wales (East and Central),There is insufficient engagement with families and carers regarding the contents of patient Care and Treatment Plans.,,-1,,
iss_0021244,2014-0559,https://www.judiciary.uk/prevention-of-future-death-reports/freda-owens/,2014-11-27,A. Wilson,Blackpool and Fylde,The quality and gathering of information between medical professionals involved in patient care was inadequate.,,-1,,
iss_0021245,2014-0559,https://www.judiciary.uk/prevention-of-future-death-reports/freda-owens/,2014-11-27,A. Wilson,Blackpool and Fylde,Information regarding a patient's restricted mobility and incontinence was not communicated to District Nurse personnel.,,-1,,
iss_0021246,2014-0559,https://www.judiciary.uk/prevention-of-future-death-reports/freda-owens/,2014-11-27,A. Wilson,Blackpool and Fylde,Clinical decisions to omit physical examinations were not communicated to subsequent medical staff.,,-1,,
iss_0021247,2014-0559,https://www.judiciary.uk/prevention-of-future-death-reports/freda-owens/,2014-11-27,A. Wilson,Blackpool and Fylde,Inadequate information sharing led to the incorrect assumption that a pressure ulcer was a burn or scald.,,-1,,
iss_0021248,2014-0518,https://www.judiciary.uk/prevention-of-future-death-reports/david-greenfield/,2014-11-27,A. Tweddle,County Durham and Darlington,Staff lacked sufficient experience in managing patients with co-occurring drug and alcohol dependencies.,,-1,,
iss_0021249,2014-0518,https://www.judiciary.uk/prevention-of-future-death-reports/david-greenfield/,2014-11-27,A. Tweddle,County Durham and Darlington,The risks of respiratory depression in high-risk patients were not fully appreciated by clinical staff.,,-1,,
iss_0021250,2014-0518,https://www.judiciary.uk/prevention-of-future-death-reports/david-greenfield/,2014-11-27,A. Tweddle,County Durham and Darlington,Internal enquiries failed to incorporate external research regarding sudden deaths in patients taking prescribed methadone.,,-1,,
iss_0021251,2014-0518,https://www.judiciary.uk/prevention-of-future-death-reports/david-greenfield/,2014-11-27,A. Tweddle,County Durham and Darlington,Risk management policies and training programmes failed to adequately address the specific risks associated with methadone use.,,-1,,
iss_0021252,2014-0518,https://www.judiciary.uk/prevention-of-future-death-reports/david-greenfield/,2014-11-27,A. Tweddle,County Durham and Darlington,Admission procedures lacked drug screening for patients admitted specifically for alcohol detoxification.,,-1,,
iss_0021253,2014-0518,https://www.judiciary.uk/prevention-of-future-death-reports/david-greenfield/,2014-11-27,A. Tweddle,County Durham and Darlington,The absence of drug screening prevented accurate risk assessments regarding potential drug interactions and respiratory depression.,,-1,,
iss_0021254,2014-0522,https://www.judiciary.uk/prevention-of-future-death-reports/stephen-morris/,2014-11-27,A. Wilson,Blackpool and Fylde,Blackpool mental health professionals lacked a detailed picture of the deceased's recent mental health presentation.,,-1,,
iss_0021255,2014-0522,https://www.judiciary.uk/prevention-of-future-death-reports/stephen-morris/,2014-11-27,A. Wilson,Blackpool and Fylde,Information sharing between mental health teams fails to ensure adequate risk assessment when patients move between different geographical areas.,,-1,,
iss_0021256,2014-0517,https://www.judiciary.uk/prevention-of-future-death-reports/anthony-huggan/,2014-11-26,L. Hashmi,Manchester North,The lack of a suitable out of hours service places an undue burden on emergency services and the NHS.,,-1,,
iss_0021257,2014-0517,https://www.judiciary.uk/prevention-of-future-death-reports/anthony-huggan/,2014-11-26,L. Hashmi,Manchester North,The timeliness of follow-up and welfare checks is insufficient following self-discharge after a life-threatening overdose.,,-1,,
iss_0021258,2014-0516,https://www.judiciary.uk/prevention-of-future-death-reports/amanda-hawkins/,2014-11-26,M. Jones,Staffordshire and Stoke-on-Trent,The closure of rehabilitation placements led to frequent moves and a reduction in the level of care provided.,,-1,,
iss_0021259,2014-0516,https://www.judiciary.uk/prevention-of-future-death-reports/amanda-hawkins/,2014-11-26,M. Jones,Staffordshire and Stoke-on-Trent,Hospital appointments were sent to the deceased's home address despite her lack of capacity to manage correspondence.,,-1,,
iss_0021260,2014-0516,https://www.judiciary.uk/prevention-of-future-death-reports/amanda-hawkins/,2014-11-26,M. Jones,Staffordshire and Stoke-on-Trent,"Care co-ordinators were not notified of missed appointments, resulting in a lack of necessary follow-up.",,-1,,
iss_0021261,2014-0519,https://www.judiciary.uk/prevention-of-future-death-reports/marjorie-ellery/,2014-11-26,S. Wickens,Surrey,Medication known to cause an allergic reaction was prescribed to the patient.,,-1,,
iss_0021262,2014-0519,https://www.judiciary.uk/prevention-of-future-death-reports/marjorie-ellery/,2014-11-26,S. Wickens,Surrey,Staff failed to seek senior medical advice before administering medication to which the patient had a known allergy.,,-1,,
iss_0021263,2014-0519,https://www.judiciary.uk/prevention-of-future-death-reports/marjorie-ellery/,2014-11-26,S. Wickens,Surrey,The patient was not provided with informed consent regarding the administration of medications to which they were allergic.,,-1,,
iss_0021264,2014-0514,https://www.judiciary.uk/prevention-of-future-death-reports/michael-harman/,2014-11-25,J. Lake,Norfolk,No follow-up check was conducted to ensure the tenant had cleaned himself after being found in a soiled condition.,,-1,,
iss_0021265,2014-0514,https://www.judiciary.uk/prevention-of-future-death-reports/michael-harman/,2014-11-25,J. Lake,Norfolk,The scheme failed to reassess the tenant's suitability for independent living despite clear indicators of physical and personal decline.,,-1,,
iss_0021266,2014-0514,https://www.judiciary.uk/prevention-of-future-death-reports/michael-harman/,2014-11-25,J. Lake,Norfolk,Handover procedures failed to include instructions for staff to verify the tenant's personal hygiene following a period of neglect.,,-1,,
iss_0021267,2014-0513,https://www.judiciary.uk/prevention-of-future-death-reports/richard-turner/,2014-11-25,J. Lake,Norfolk,Close working patterns may lead to complacency regarding health and safety risks.,,-1,,
iss_0021268,2014-0520,https://www.judiciary.uk/prevention-of-future-death-reports/ryan-loughran/,2014-11-25,M. Hassell,London Inner North,There may have been an issue with the cryopreservation of stem cells.,,-1,,
iss_0021269,2014-0520,https://www.judiciary.uk/prevention-of-future-death-reports/ryan-loughran/,2014-11-25,M. Hassell,London Inner North,There is no national benchmarking available for autologous stem cell engraftment.,,-1,,
